id,genus_and_species,taxonomy_id,strain,superkingdom,phylum,org_class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,r16S_accssion,r16S_GC,Tmin,Topt_ave,Topt_low,Topt_high,Tmax,Tmax_Tmin
3316,Halovenus salina,1510225,ASP54,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halovenus,,63.1,,KJ661744,58.6,20,37,,,40,20
3317,Methanomethylovorans uponensis,1341726,EK1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanomethylovorans,,39.2,,KC876048,55.9,25,37,,,40,15
3318,Methanolinea mesophila,547055,TNR,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,,56.4,,AB447467,57.1,20,37,,,40,20
3319,Methanofollis ethanolicus,488124,HASU,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,,60.9,,AB371073,56.5,15,37,,,40,25
3320,Methanocorpusculum labreanum,83984,Z,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,GCA_000015765.1,50,1.8,CP000559,53.8,25,37,,,40,15
3321,Methanocorpusculum bavaricum,71518,SZSXXZ,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,,47.7,,AY196676,53.6,15,37,,,40,25
3322,Natronobacterium gregoryi,44930,SP2,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobacterium,GCA_000230715.3,62.2,3.8,D87970,58.7,25,37,,,40,15
3323,Methanolobus bombayensis,38023,B-1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,,39.2,,U20148,53.1,15,37,,,40,25
3324,Methanolobus tindarius,2221,Tindari3,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,,40,,M59135,53.2,10,37,,,40,30
3325,Bacteroides cutis,2024197,Marseille-P4118,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,LT908453,51.4,28,37,,,40,12
3326,Parabacteroides chongii,2685834,YMC B3181,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,42.3,,KX462878,52.3,20,37,,,40,20
3327,Wenzhouxiangella salilacus,2670335,15181,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Wenzhouxiangellaceae,Wenzhouxiangella,,62.9,,MF618256,54.8,10,37,,,40,30
3328,Marisediminitalea mangrovi,2662266,WH169,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,,47.6,,MK911730,53.1,4,37,,,40,36
3329,Carideicomes alvinocaridis,2541728,SCR17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aquicoccus,,67.7,,MH997491,55.3,16,37,,,40,24
3330,Muricauda alvinocaridis,2530200,SCR12,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,,42.3,,MH997489,56,16,37,,,40,24
3331,Muricauda iocasae,2055905,L2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,,51.3,,MG563767,55.4,22,37,,,40,18
3332,Corynebacterium godavarianum,2054421,PRD07,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,68.5,,KY670596,56.2,25,37,,,40,15
3333,Rhodohalobacter barkolensis,2053187,15182,Bacteria,Balneolaeota,Balneolia,Balneolales,Balneolaceae,Rhodohalobacter,,42.4,,MF618255,55.4,10,37,,,40,30
3334,Marinobacter fuscus,2109942,NH169-3,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,52.7,,MF487850,55.4,4,37,,,40,36
3335,Bacteroides bouchesdurhonensis,1841855,Marseille-P2653,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,LT558803,50.3,28,37,,,40,12
3336,Cloacibacterium caeni,2004710,B6,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cloacibacterium,,31.5,,KY031327,50.3,20,37,,,40,20
3337,Henriciella pelagia,1977912,LA220,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Henriciella,,59.9,,KX881660,54,15,37,,,40,25
3338,Spiribacter aquaticus,1935996,SP30,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,,65.4,,LT714150,57.3,20,37,,,40,20
3339,Marinobacter aquaticus,1935995,M6-53,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,56.4,,LT714149,55.3,20,37,,,40,20
3340,Streptomyces luteus,1915400,TRM 45540,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,62,,KM285235,59.6,25,37,,,40,15
3341,Bacteroides koreensis,1912896,YS-aM39,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,44.8,,KX025133,49.9,15,37,,,40,25
3342,Bacteroides kribbi,1912894,R2F3-3-3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,42.5,,KX025134,49.8,15,37,,,40,25
3343,Faecalimonas umbilicata,1912855,EGH7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalimonas,,46.9,,LC192831,54,30,37,,,40,10
3344,Algoriphagus aestuariicola,1852016,S2-A1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,45.6,,KX268606,55.6,15,37,,,40,25
3345,Spiribacter roseus,1855875,SSL50,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,GCA_002813635.1,66.1,1.9,LT578364,57.1,15,37,,,40,25
3346,Piscinibacter defluvii,1796922,SH-1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Piscinibacter,,69.9,,KU667249,56.8,25,37,,,40,15
3347,Psychrobacter ciconiae,1553449,176/10,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,KM486054,53.2,10,37,,,40,30
3348,Alloscardovia venturai,1769421,MOZIV/2,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,,45.8,,KT343144,55.6,30,37,,,40,10
3349,Marinibaculum pumilum,1766165,H2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Marinibaculum,,75,,KT265740,57.4,15,37,,,40,25
3350,Virgibacillus senegalensis,1499679,SK-1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,,,LK021111,55.9,25,37,,,40,15
3351,Gracilimonas amylolytica,1749045, LA399,Bacteria,Balneolaeota,Balneolia,Balneolales,Balneolaceae,Gracilimonas,,45.3,,KT985637,54.7,20,37,,,40,20
3352,Faecalibaculum rodentium,1702221,ALO17,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,GCA_001564455.1,54,2.5,KP881689,56.1,25,37,,,40,15
3353,Nocardioides pakistanensis,1682732,NCCP-1340,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,71.8,,LC065367,57.9,20,37,,,40,20
3354,Megasphaera hexanoica,1675036,MH,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,GCA_003315775.1,49,2.9,KX021300,55.7,30,37,,,40,10
3355,Ventosimonas gracilis,1680762,CV58,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Ventosimonadaceae,Ventosimonas,,54.9,,KT258896,54.9,23,37,,,40,17
3356,Massilibacteroides vaginae,1673718,MV12,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Massilibacteroides,,40.1,,LN866992,50.5,25,37,,,40,15
3357,Absiella argi,1671597,N6H1-5,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Absiella,,35.8,,KR185326,53,20,37,,,40,20
3358,Salinicoccus amylolyticus,1671557,JC304,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,,48,,LN866629,56,15,37,,,40,25
3359,Deinococcus aluminii,1656885,ID0501,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,68.3,,KP326330,58.9,15,37,,,40,25
3360,Agathobaculum butyriciproducens,1628085,SR79,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum,,52.9,,KP889099,53.8,30,37,,,40,10
3361,Paenibacillus lacus,1615953,Agd-32,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,56,,LN812815,56.3,25,37,,,40,15
3362,Aestuariicoccus marinus,1614698,NAP41,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aestuariicoccus,,56,,MF113251,55.4,15,37,,,40,25
3363,Sporolactobacillus pectinivorans,1591408,GD201205,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,,48.7,,KP340805,56.5,20,37,,,40,20
3364,Limibacillus halophilus,1579333,CAU 1121 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Limibacillus,,65,,KP233090,57.2,20,37,,,40,20
3365,Palleronia soli,1570283,CAU 1105,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Palleronia,,64.3,,KP064190,56.3,20,37,,,40,20
3366,Kangiella chungangensis,1570282, CAU 1040,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,,45.3,,KP064189,52.6,20,37,,,40,20
3367,Baia soyae,1544746,NEAU-gxj18 ,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Baia,,49.9,,KM359702,55.2,20,37,,,40,20
3368,Thalassospira australica,1528106,NP3b2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,,53.6,,NR_146708,55.1,4,37,,,40,36
3369,Erysipelothrix larvae,1514105,LV19,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,GCA_001545095.1,37.4,2.5,KJ670316,50.8,20,37,,,40,20
3370,Bacillus haikouensis,1510468,C-89,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,45.4,,KJ868191,54.8,15,37,,,40,25
3371,Planococcus massiliensis,1499687,ES2,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,,46,,LK021122,56.9,25,37,,,40,15
3372,Anaeromicrobium sediminis,1478221,DY2726D,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Anaeromicrobium,,33.4,,KJ137882,53.4,25,37,,,40,15
3373,Paenibacillus dongdonensis,1476543,KUDC0114,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,44.3,,KF425513,54.6,18,37,,,40,22
3374,Altererythrobacter aurantiacus,1463599,O30,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,,56.9,,KF924607,53.4,4,37,,,40,36
3375,Idiomarina tyrosinivorans,1445662,CC-PW-9,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,51.1,,KF732819,54.4,20,37,,,40,20
3376,Tessaracoccus lapidicaptus,1427523,IPBSL-7,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,,70.3,,KF668596,56.7,15,37,,,40,25
3377,Glycomyces albus,1407560,TRM 49136,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,,71,,AB857718,59.9,25,37,,,40,15
3378,Glycomyces fuscus,1407559,TRM 49117,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,,72,,AB857717,60,18,37,,,40,22
3379,Nocardiopsis nanhaiensis,1365493,10A08B,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,,71.6,,KF270095,58.2,10,37,,,40,30
3380,Nocardiopsis oceani,1365492,10A08A,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,,70.9,,KF270094,58.4,15,37,,,40,25
3381,Ercella succinigenes,1337094,ZWB,Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Ercella,,37.6,,HG003571,52.4,25,37,,,40,15
3382,Spiribacter curvatus,1335757,UAH-SP71,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,GCA_000485905.1,63.9,1.9,NR_145887,56.9,5,37,,,40,35
3383,Spiribacter salinus,1335746,M19-40 ,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,GCA_000319575.2,62.7,1.7,NR_103952,57.1,15,37,,,40,25
3384,Idiomarina aquatica,1327752,SN-14,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,49.2,,HF954116,54,5,37,,,40,35
3385,Larsenimonas salina,1295565,M1-18,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Larsenimonas,,60.5,,HF678441,56.3,15,37,,,40,25
3386,Tumebacillus lipolyticus,1280370,NIO-S10,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,,54.4,,KC462738,57.5,20,37,,,40,20
3387,Roseovarius aquimarinus,1229156,CAU 1059,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,61.9,,JX233494,55.2,4,37,,,40,36
3388,Mycolicibacterium iranicum,912594,M05,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,,,HQ009482,58.5,25,37,,,40,15
3389,Parabacteroides faecis,1217282,157,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,41.8,,AB739697,51.1,25,37,,,40,15
3390,Chromatocurvus halotolerans,1132028,EG19,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Chromatocurvus,,63,,AM691086,55.9,7,37,,,40,33
3391,Erythrobacter westpacificensis,1055231,JLT2008,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,,60.1,,JN164701,53.9,15,37,,,40,25
3392,Clostridium punense,1054297,BLPYG-8,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,44.1,,JN093128,52.4,20,37,,,40,20
3393,Halomonas flava,980348,YIM 94343,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,64,,HQ832736,57.3,20,37,,,40,20
3394,Halomonas qijiaojingensis,980347, YIM 93003,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,63.4,,HQ832735,57.5,20,37,,,40,20
3395,Acetobacteroides hydrogenigenes,979970,RL-C,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Acetobacteroides,,51.2,,AB611036,59.4,25,37,,,40,15
3396,Gulosibacter chungangensis,979746,CAU 9625,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Gulosibacter,,66.2,,HQ268603,56.3,15,37,,,40,25
3397,Sphingobium fontiphilum,944425,Chen16-4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,62.9,,HQ667767,54.4,15,37,,,40,25
3398,Salimicrobium salexigens,908941,29CMI,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium,,50.7,,FR714935,56,15,37,,,40,25
3399,Megasphaera indica,879612,NMBHI-10,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,,57.7,,HM990965,55.5,15,37,,,40,25
3400,Photobacterium atrarenae,865757,M3-4,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,,53.6,,HM452945,54.9,15,37,,,40,25
3401,Muricauda beolgyonensis,864064,BB-My12,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,,45,,HM355805,56,10,37,,,40,30
3402,Gemmatirosa kalamazoonesis,861299,KBS708,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,GCA_000522985.1,72.6,7.5,HM154525,61.7,20,37,,,40,20
3403,Lactivibrio alcoholicus,760261,7WAY-8-7 ,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Lactivibrio,,61.4,,AB558582,57.7,25,37,,,40,15
3404,Oligosphaera ethanolica,760260,8KG-4,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Oligosphaeraceae,Oligosphaera,,61.1,,AB558581,58,25,37,,,40,15
3405,Virgibacillus campisalis,744463, IDS-20,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,39.5,,GU586225,54.1,15,37,,,40,25
3406,Virgibacillus alimentarius,698769,J18,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,37,,GU202420,54,4,37,,,40,36
3407,Terrimicrobium sacchariphilum,690879,NM-5,Bacteria,Verrucomicrobia,Spartobacteria,,,Terrimicrobium,,46.3,,GU129926,54.7,20,37,,,40,20
3408,Belliella pelovolcani,529505,CC-SAL-25,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella,,,,EU685336,52.2,25,37,,,40,15
3409,Chryseomicrobium palamuruense,682973,PU1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Chryseomicrobium,,48.5,,FN555708,55.7,18,37,,,40,22
3410,Paludibacter jiangxiensis,681398,NM7,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,42.8,,GQ911566,50.9,15,37,,,40,25
3411,Haloactinobacterium album,648782,YIM 93306,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Ruaniaceae,Haloactinobacterium,,68.3,,FJ969847,57,10,37,,,40,30
3412,Alkalibaculum bacchi,645887,CP11,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Alkalibaculum,,34,,FJ438469,50.3,15,37,,,40,25
3413,Olleya aquimaris,639310,L-4,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,GCA_003410315.1,31.2,3.5,FJ886713,49.2,4,37,,,40,36
3414,Bifidobacterium bohemicum,638617,JEMLUCVIII-4 ,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,51.2,,FJ858736,58.4,10,37,,,40,30
3415,Streptohalobacillus salinus,621096,H96B60,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Streptohalobacillus,,36.2,,FJ746578,53.7,20,37,,,40,20
3416,Dongia soli,600628,KACC 13941,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia,,54.7,,FJ654262,55.4,15,37,,,40,25
3417,Nitritalea halalkaliphila,590849,LW7,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Nitritalea,,49,,FM991866,53,25,37,,,40,15
3418,Salimicrobium flavidum,570947,ISL-25,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium,,49.3,,FJ357160,56.4,4,37,,,40,36
3419,Virgibacillus salinus,553311,XH-22,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,38.8,,FM205010,55.1,15,37,,,40,25
3420,Azospirillum thiophilum,528244,BV-S,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,GCA_001305595.1,68.2,7.6,EU678791,57.8,15,37,,,40,25
3421,Haloglycomyces albus,526067,YIM 92370,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Haloglycomyces,,60.8,,EU660053,56.8,15,37,,,40,25
3422,Kineococcus xinjiangensis,512762,S2-20,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,,77.8,,EU543662,58.9,14,37,,,40,26
3423,Kushneria aurantia,504092,A10,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria,,61.7,,AM941746,60.2,20,37,,,40,20
3424,Virgibacillus siamensis,480071,MS3-4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,38,,GU172149,57.3,15,37,,,40,25
3425,Sporolactobacillus vineae,444463,SL153,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,,51.1,,EF581819,56.6,25,37,,,40,15
3426,Bacillus chagannorensis,427072,CG15,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,53.8,,AM492159,56.7,6,37,,,40,34
3427,Bacillus okhensis,333138,Kh10-101,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,DQ026060,54.1,25,37,,,40,15
3428,Deinococcus aquiradiocola,393059,DMA-uv53,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,69.1,,AB265180,56.4,20,37,,,40,20
3429,Longilinea arvoryzae,360412,KOME-1,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea,,57.6,,AB243673,55.7,30,37,,,40,10
3430,Brooklawnia cerclae,349934,BL-34,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Brooklawnia,,67.9,,DQ196625,56.9,10,37,,,40,30
3431,Quadrisphaera granulorum,317664,AG019,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera,,75,,AY831385,58.5,15,37,,,40,25
3432,Yangia pacifica,311180,DX5-10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yangia,GCA_003111685.1,66.5,5.2,AJ877265,55.3,22,37,,,40,18
3433,Nitratifractor salsuginis,269261,E9I37-1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,,Nitratifractor,GCA_000186245.1,53.9,2.1,AB175500,55.7,28,37,,,40,12
3434,Brucella ceti,120577,NCTC 12891 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,,,,NR_042463,55.8,20,37,,,40,20
3435,Brucella pinnipedialis,120576,NCTC 12890 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,,,,NR_042462,55.8,20,37,,,40,20
3436,Bacillus bogoriensis,246272,LBB3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,37.5,,AY376312,54.8,10,37,,,40,30
3437,Marinobacter lipolyticus,209639,SM19,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,57,,AY147906,55.5,15,37,,,40,25
3438,Alysiella filiformis,194196,ATCC 15532,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Alysiella,,46,,AF487710,53.5,33,37,,,40,7
3439,Pelotomaculum terephthalicicum,206393,JT,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,,53.6,,AB091323,55.9,30,37,,,40,10
3440,Clostridium algidicarnis,37659,DSM 15099,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,AF127023,53.2,4,37,,,40,36
3441,Desulfovibrio mexicanus,147047,Lup1,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,66,,AF227984,55.9,20,37,,,40,20
3442,Bacillus wakoensis,127891,N-1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,38.1,,AB043851,53.7,10,37,,,40,30
3443,Bacillus hemicellulosilyticus,127886,C-11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,36.8,,AB043846,54.3,10,37,,,40,30
3444,Mycobacterium gastri,1777,ATCC 15754,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,X52919,58,25,37,,,40,15
3445,Papillibacter cinnamivorans,100176,CIN1,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter,,56,,AF167711,54.2,15,37,,,40,25
3446,Oleomonas sagaranensis,89018,HD-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Oleomonas,,66,,D45202,56.2,25,37,,,40,15
3447,Actinobacillus ureae,723, Henriksen 3520/59,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,,42.5,,M75075,50.9,25,37,,,40,15
3448,Mycobacterium bohemicum,56425, DSM 44277,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,63.5,,U84502,58,25,37,,,40,15
3449,Agathobaculum desmolans,39484,ATCC 43058,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum,,48.5,,L34618,53.1,35,37,,,40,5
3450,Nesterenkonia halobia,37922,3朁E8日,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,,71.5,,X80747,57,20,37,,,40,20
3451,Clostridium ljungdahlii,1538,PETC,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,GCA_000143685.1,31.1,4.6,M59097,49.4,30,37,,,40,10
3452,Clostridium cellulovorans,1493,743B,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,GCA_000145275.1,31.2,5.3,X71849,52.5,20,37,,,40,20
3453,Bacillus cellulosilyticus,1413,N4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,GCA_000177235.2,36.5,4.7,AB043852,54.7,20,37,,,40,20
